round,p1_jid,p1_strategy,p1_action,p2_jid,p2_strategy,p2_action,p1_payoff,p2_payoff,p1_cumulative,p2_cumulative
114,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,418,418
115,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,418,428
116,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,428,428
117,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,429,429
118,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,429,439
119,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,439,439
120,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,440,440
121,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,440,450
122,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,450,450
123,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,451,451
124,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,451,461
125,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,461,461
126,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,462,462
127,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,C,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,0,10,462,472
128,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,C,10,0,472,472
129,player_0a7d5f5f-11f4-4995-b9fa-e700fa0d2495@localhost,WinStayLoseShift,D,player_0542e414-c49b-4ae0-88a3-bdce4e1eb073@localhost,SuspiciousTitForTat,D,1,1,473,473
