round,p1_jid,p1_strategy,p1_action,p2_jid,p2_strategy,p2_action,p1_payoff,p2_payoff,p1_cumulative,p2_cumulative
92,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,460,460
93,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,460,470
94,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,470,470
95,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,470,480
96,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,480,480
97,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,480,490
98,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,490,490
99,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,490,500
100,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,500,500
101,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,500,510
102,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,510,510
103,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,510,520
104,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,520,520
105,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,C,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,D,0,10,520,530
106,player_0821b305-f667-4cb4-856a-0d40e5372af3@localhost,TitForTat,D,player_63eb6a22-c7d7-4386-baa3-1bf45ef9c6a3@localhost,SuspiciousTitForTat,C,10,0,530,530
