round,p1_jid,p1_strategy,p1_action,p2_jid,p2_strategy,p2_action,p1_payoff,p2_payoff,p1_cumulative,p2_cumulative
107,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,62,592
108,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,63,593
109,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,64,594
110,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,65,595
111,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,65,605
112,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,65,615
113,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,65,625
114,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,65,635
115,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,66,636
116,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,67,637
117,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,67,647
118,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,67,657
119,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,68,658
120,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,69,659
121,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,69,669
122,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,69,679
123,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,69,689
124,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,69,699
125,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,69,709
126,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,69,719
127,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,69,729
128,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,70,730
129,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,71,731
130,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,71,741
131,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,71,751
132,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,72,752
133,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,73,753
134,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,73,763
135,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,74,764
136,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,74,774
137,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,74,784
138,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,75,785
139,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,75,795
140,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,76,796
141,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,77,797
142,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,77,807
143,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,78,808
144,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,78,818
145,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,78,828
146,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,D,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,1,1,79,829
147,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,79,839
148,player_cc508a77-8c2c-4094-8bf2-cd9f83d8d723@localhost,Random,C,player_44d216ab-243f-4dec-86c3-f284dbe4180f@localhost,GrimTrigger,D,0,10,79,849
