round,p1_jid,p1_strategy,p1_action,p2_jid,p2_strategy,p2_action,p1_payoff,p2_payoff,p1_cumulative,p2_cumulative
88,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,88,88
89,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,89,89
90,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,90,90
91,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,91,91
92,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,92,92
93,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,93,93
94,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,94,94
95,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,95,95
96,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,96,96
97,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,97,97
98,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,98,98
99,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,99,99
100,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,100,100
101,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,101,101
102,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,102,102
103,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,103,103
104,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,104,104
105,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,105,105
106,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,106,106
107,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,107,107
108,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,108,108
109,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,109,109
110,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,110,110
111,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,111,111
112,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,112,112
113,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,113,113
114,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,114,114
115,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,115,115
116,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,116,116
117,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,117,117
118,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,118,118
119,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,119,119
120,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,120,120
121,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,121,121
122,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,122,122
123,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,123,123
124,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,124,124
125,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,125,125
126,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,126,126
127,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,127,127
128,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,128,128
129,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,129,129
130,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,130,130
131,player_90df6f40-46b7-48b5-adf3-bdc91f8798e5@localhost,AlwaysDefect,D,player_6e13aa5c-cc89-4150-9f31-bbad83a27c0b@localhost,SuspiciousTitForTat,D,1,1,131,131
