round,p1_jid,p1_strategy,p1_action,p2_jid,p2_strategy,p2_action,p1_payoff,p2_payoff,p1_cumulative,p2_cumulative
69,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,384,34
70,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,385,35
71,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,395,35
72,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,396,36
73,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,406,36
74,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,407,37
75,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,417,37
76,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,418,38
77,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,428,38
78,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,429,39
79,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,439,39
80,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,440,40
81,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,450,40
82,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,451,41
83,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,461,41
84,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,462,42
85,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,472,42
86,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,473,43
87,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,483,43
88,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,484,44
89,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,494,44
90,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,495,45
91,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,505,45
92,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,506,46
93,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,516,46
94,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,517,47
95,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,527,47
96,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,D,1,1,528,48
97,player_6ebe71f5-6ea3-4c3f-8f02-12c0acb3e2b1@localhost,AlwaysDefect,D,player_c6eab88c-8170-4016-a9a7-e28eb1ab3c11@localhost,WinStayLoseShift,C,10,0,538,48
